Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Jun 2020,YEM,29826000,Hadramaut,Al abr,first projection,2020-07-01,2020-12-31,4,1397,0.15
Jun 2020,YEM,29826000,Hadramaut,Al abr,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Sayun,current,2020-02-01,2020-04-30,all,159138,1.0
Jun 2020,YEM,29826000,Hadramaut,Sayun,current,2020-02-01,2020-04-30,3+,23871,0.15
Jun 2020,YEM,29826000,Hadramaut,Sayun,current,2020-02-01,2020-04-30,1,47741,0.3
Jun 2020,YEM,29826000,Hadramaut,Sayun,current,2020-02-01,2020-04-30,2,87526,0.55
Jun 2020,YEM,29826000,Hadramaut,Sayun,current,2020-02-01,2020-04-30,3,23871,0.15
Jun 2020,YEM,29826000,Hadramaut,Sayun,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Sayun,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Sayun,first projection,2020-07-01,2020-12-31,all,159138,1.0
Jun 2020,YEM,29826000,Hadramaut,Sayun,first projection,2020-07-01,2020-12-31,3+,63655,0.4
Jun 2020,YEM,29826000,Hadramaut,Sayun,first projection,2020-07-01,2020-12-31,1,23871,0.15
Jun 2020,YEM,29826000,Hadramaut,Sayun,first projection,2020-07-01,2020-12-31,2,71612,0.45
Jun 2020,YEM,29826000,Hadramaut,Sayun,first projection,2020-07-01,2020-12-31,3,47741,0.3
Jun 2020,YEM,29826000,Hadramaut,Sayun,first projection,2020-07-01,2020-12-31,4,15914,0.1
Jun 2020,YEM,29826000,Hadramaut,Sayun,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Shibam,current,2020-02-01,2020-04-30,all,75910,1.0
Jun 2020,YEM,29826000,Hadramaut,Shibam,current,2020-02-01,2020-04-30,3+,3796,0.05
Jun 2020,YEM,29826000,Hadramaut,Shibam,current,2020-02-01,2020-04-30,1,30364,0.4
Jun 2020,YEM,29826000,Hadramaut,Shibam,current,2020-02-01,2020-04-30,2,41751,0.55
Jun 2020,YEM,29826000,Hadramaut,Shibam,current,2020-02-01,2020-04-30,3,3796,0.05
Jun 2020,YEM,29826000,Hadramaut,Shibam,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Shibam,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Shibam,first projection,2020-07-01,2020-12-31,all,75910,1.0
Jun 2020,YEM,29826000,Hadramaut,Shibam,first projection,2020-07-01,2020-12-31,3+,11387,0.15
Jun 2020,YEM,29826000,Hadramaut,Shibam,first projection,2020-07-01,2020-12-31,1,18978,0.25
Jun 2020,YEM,29826000,Hadramaut,Shibam,first projection,2020-07-01,2020-12-31,2,45546,0.6
Jun 2020,YEM,29826000,Hadramaut,Shibam,first projection,2020-07-01,2020-12-31,3,11387,0.15
Jun 2020,YEM,29826000,Hadramaut,Shibam,first projection,2020-07-01,2020-12-31,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Shibam,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Tarim,current,2020-02-01,2020-04-30,all,155611,1.0
Jun 2020,YEM,29826000,Hadramaut,Tarim,current,2020-02-01,2020-04-30,3+,23342,0.15
Jun 2020,YEM,29826000,Hadramaut,Tarim,current,2020-02-01,2020-04-30,1,46683,0.3
Jun 2020,YEM,29826000,Hadramaut,Tarim,current,2020-02-01,2020-04-30,2,85586,0.55
Jun 2020,YEM,29826000,Hadramaut,Tarim,current,2020-02-01,2020-04-30,3,23342,0.15
Jun 2020,YEM,29826000,Hadramaut,Tarim,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Tarim,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Tarim,first projection,2020-07-01,2020-12-31,all,155611,1.0
Jun 2020,YEM,29826000,Hadramaut,Tarim,first projection,2020-07-01,2020-12-31,3+,70025,0.45
Jun 2020,YEM,29826000,Hadramaut,Tarim,first projection,2020-07-01,2020-12-31,1,15561,0.1
Jun 2020,YEM,29826000,Hadramaut,Tarim,first projection,2020-07-01,2020-12-31,2,70025,0.45
Jun 2020,YEM,29826000,Hadramaut,Tarim,first projection,2020-07-01,2020-12-31,3,54464,0.35
Jun 2020,YEM,29826000,Hadramaut,Tarim,first projection,2020-07-01,2020-12-31,4,15561,0.1
Jun 2020,YEM,29826000,Hadramaut,Tarim,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Thamud,current,2020-02-01,2020-04-30,all,6899,1.0
Jun 2020,YEM,29826000,Hadramaut,Thamud,current,2020-02-01,2020-04-30,3+,690,0.1
Jun 2020,YEM,29826000,Hadramaut,Thamud,current,2020-02-01,2020-04-30,1,2070,0.3
Jun 2020,YEM,29826000,Hadramaut,Thamud,current,2020-02-01,2020-04-30,2,4139,0.6
Jun 2020,YEM,29826000,Hadramaut,Thamud,current,2020-02-01,2020-04-30,3,690,0.1
Jun 2020,YEM,29826000,Hadramaut,Thamud,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Thamud,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Thamud,first projection,2020-07-01,2020-12-31,all,6899,1.0
Jun 2020,YEM,29826000,Hadramaut,Thamud,first projection,2020-07-01,2020-12-31,3+,1035,0.15
Jun 2020,YEM,29826000,Hadramaut,Thamud,first projection,2020-07-01,2020-12-31,1,1380,0.2
Jun 2020,YEM,29826000,Hadramaut,Thamud,first projection,2020-07-01,2020-12-31,2,4484,0.65
Jun 2020,YEM,29826000,Hadramaut,Thamud,first projection,2020-07-01,2020-12-31,3,1035,0.15
Jun 2020,YEM,29826000,Hadramaut,Thamud,first projection,2020-07-01,2020-12-31,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Thamud,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,current,2020-02-01,2020-04-30,all,28571,1.0
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,current,2020-02-01,2020-04-30,3+,4286,0.15
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,current,2020-02-01,2020-04-30,1,8571,0.3
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,current,2020-02-01,2020-04-30,2,15714,0.55
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,current,2020-02-01,2020-04-30,3,2857,0.1
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,current,2020-02-01,2020-04-30,4,1429,0.05
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,first projection,2020-07-01,2020-12-31,all,28571,1.0
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,first projection,2020-07-01,2020-12-31,3+,7143,0.25
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,first projection,2020-07-01,2020-12-31,1,5714,0.2
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,first projection,2020-07-01,2020-12-31,2,15714,0.55
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,first projection,2020-07-01,2020-12-31,3,5714,0.2
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,first projection,2020-07-01,2020-12-31,4,1429,0.05
Jun 2020,YEM,29826000,Hadramaut,Al mukalla,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,current,2020-02-01,2020-04-30,all,282023,1.0
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,current,2020-02-01,2020-04-30,3+,42303,0.15
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,current,2020-02-01,2020-04-30,1,70506,0.25
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,current,2020-02-01,2020-04-30,2,169214,0.6
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,current,2020-02-01,2020-04-30,3,42303,0.15
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,first projection,2020-07-01,2020-12-31,all,282023,1.0
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,first projection,2020-07-01,2020-12-31,3+,84607,0.3
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,first projection,2020-07-01,2020-12-31,1,42303,0.15
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,first projection,2020-07-01,2020-12-31,2,155113,0.55
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,first projection,2020-07-01,2020-12-31,3,56405,0.2
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,first projection,2020-07-01,2020-12-31,4,28202,0.1
Jun 2020,YEM,29826000,Hadramaut,Al mukalla city,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Al qaff,current,2020-02-01,2020-04-30,all,3300,1.0
Jun 2020,YEM,29826000,Hadramaut,Al qaff,current,2020-02-01,2020-04-30,3+,165,0.05
Jun 2020,YEM,29826000,Hadramaut,Al qaff,current,2020-02-01,2020-04-30,1,1320,0.4
Jun 2020,YEM,29826000,Hadramaut,Al qaff,current,2020-02-01,2020-04-30,2,1815,0.55
Jun 2020,YEM,29826000,Hadramaut,Al qaff,current,2020-02-01,2020-04-30,3,165,0.05
Jun 2020,YEM,29826000,Hadramaut,Al qaff,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Al qaff,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Al qaff,first projection,2020-07-01,2020-12-31,all,3300,1.0
Jun 2020,YEM,29826000,Hadramaut,Al qaff,first projection,2020-07-01,2020-12-31,3+,495,0.15
Jun 2020,YEM,29826000,Hadramaut,Al qaff,first projection,2020-07-01,2020-12-31,1,660,0.2
Jun 2020,YEM,29826000,Hadramaut,Al qaff,first projection,2020-07-01,2020-12-31,2,2145,0.65
Jun 2020,YEM,29826000,Hadramaut,Al qaff,first projection,2020-07-01,2020-12-31,3,495,0.15
Jun 2020,YEM,29826000,Hadramaut,Al qaff,first projection,2020-07-01,2020-12-31,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Al qaff,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Al qatn,current,2020-02-01,2020-04-30,all,98083,1.0
Jun 2020,YEM,29826000,Hadramaut,Al qatn,current,2020-02-01,2020-04-30,3+,19617,0.2
Jun 2020,YEM,29826000,Hadramaut,Al qatn,current,2020-02-01,2020-04-30,1,19617,0.2
Jun 2020,YEM,29826000,Hadramaut,Al qatn,current,2020-02-01,2020-04-30,2,58850,0.6
Jun 2020,YEM,29826000,Hadramaut,Al qatn,current,2020-02-01,2020-04-30,3,19617,0.2
Jun 2020,YEM,29826000,Hadramaut,Al qatn,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Al qatn,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Al qatn,first projection,2020-07-01,2020-12-31,all,98083,1.0
Jun 2020,YEM,29826000,Hadramaut,Al qatn,first projection,2020-07-01,2020-12-31,3+,39233,0.4
Jun 2020,YEM,29826000,Hadramaut,Al qatn,first projection,2020-07-01,2020-12-31,1,9808,0.1
Jun 2020,YEM,29826000,Hadramaut,Al qatn,first projection,2020-07-01,2020-12-31,2,49042,0.5
Jun 2020,YEM,29826000,Hadramaut,Al qatn,first projection,2020-07-01,2020-12-31,3,29425,0.3
Jun 2020,YEM,29826000,Hadramaut,Al qatn,first projection,2020-07-01,2020-12-31,4,9808,0.1
Jun 2020,YEM,29826000,Hadramaut,Al qatn,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Amd,current,2020-02-01,2020-04-30,all,30400,1.0
Jun 2020,YEM,29826000,Hadramaut,Amd,current,2020-02-01,2020-04-30,3+,4560,0.15
Jun 2020,YEM,29826000,Hadramaut,Amd,current,2020-02-01,2020-04-30,1,9120,0.3
Jun 2020,YEM,29826000,Hadramaut,Amd,current,2020-02-01,2020-04-30,2,16720,0.55
Jun 2020,YEM,29826000,Hadramaut,Amd,current,2020-02-01,2020-04-30,3,4560,0.15
Jun 2020,YEM,29826000,Hadramaut,Amd,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Amd,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Amd,first projection,2020-07-01,2020-12-31,all,30400,1.0
Jun 2020,YEM,29826000,Hadramaut,Amd,first projection,2020-07-01,2020-12-31,3+,7600,0.25
Jun 2020,YEM,29826000,Hadramaut,Amd,first projection,2020-07-01,2020-12-31,1,7600,0.25
Jun 2020,YEM,29826000,Hadramaut,Amd,first projection,2020-07-01,2020-12-31,2,15200,0.5
Jun 2020,YEM,29826000,Hadramaut,Amd,first projection,2020-07-01,2020-12-31,3,6080,0.2
Jun 2020,YEM,29826000,Hadramaut,Amd,first projection,2020-07-01,2020-12-31,4,1520,0.05
Jun 2020,YEM,29826000,Hadramaut,Amd,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,current,2020-02-01,2020-04-30,all,43089,1.0
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,current,2020-02-01,2020-04-30,3+,4309,0.1
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,current,2020-02-01,2020-04-30,1,15081,0.35
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,current,2020-02-01,2020-04-30,2,23699,0.55
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,current,2020-02-01,2020-04-30,3,4309,0.1
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,first projection,2020-07-01,2020-12-31,all,43089,1.0
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,first projection,2020-07-01,2020-12-31,3+,8618,0.2
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,first projection,2020-07-01,2020-12-31,1,12927,0.3
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,first projection,2020-07-01,2020-12-31,2,21545,0.5
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,first projection,2020-07-01,2020-12-31,3,8618,0.2
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,first projection,2020-07-01,2020-12-31,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Wadi al ayn,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Yabuth,current,2020-02-01,2020-04-30,all,15068,1.0
Jun 2020,YEM,29826000,Hadramaut,Yabuth,current,2020-02-01,2020-04-30,3+,2260,0.15
Jun 2020,YEM,29826000,Hadramaut,Yabuth,current,2020-02-01,2020-04-30,1,4520,0.3
Jun 2020,YEM,29826000,Hadramaut,Yabuth,current,2020-02-01,2020-04-30,2,8287,0.55
Jun 2020,YEM,29826000,Hadramaut,Yabuth,current,2020-02-01,2020-04-30,3,2260,0.15
Jun 2020,YEM,29826000,Hadramaut,Yabuth,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Yabuth,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Yabuth,first projection,2020-07-01,2020-12-31,all,15068,1.0
Jun 2020,YEM,29826000,Hadramaut,Yabuth,first projection,2020-07-01,2020-12-31,3+,2260,0.15
Jun 2020,YEM,29826000,Hadramaut,Yabuth,first projection,2020-07-01,2020-12-31,1,3014,0.2
Jun 2020,YEM,29826000,Hadramaut,Yabuth,first projection,2020-07-01,2020-12-31,2,9794,0.65
Jun 2020,YEM,29826000,Hadramaut,Yabuth,first projection,2020-07-01,2020-12-31,3,2260,0.15
Jun 2020,YEM,29826000,Hadramaut,Yabuth,first projection,2020-07-01,2020-12-31,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Yabuth,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,current,2020-02-01,2020-04-30,all,69562,1.0
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,current,2020-02-01,2020-04-30,3+,13912,0.2
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,current,2020-02-01,2020-04-30,1,13912,0.2
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,current,2020-02-01,2020-04-30,2,41737,0.6
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,current,2020-02-01,2020-04-30,3,10434,0.15
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,current,2020-02-01,2020-04-30,4,3478,0.05
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,first projection,2020-07-01,2020-12-31,all,69562,1.0
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,first projection,2020-07-01,2020-12-31,3+,27825,0.4
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,first projection,2020-07-01,2020-12-31,1,13912,0.2
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,first projection,2020-07-01,2020-12-31,2,27825,0.4
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,first projection,2020-07-01,2020-12-31,3,20869,0.3
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,first projection,2020-07-01,2020-12-31,4,6956,0.1
Jun 2020,YEM,29826000,Hadramaut,Ar raydah wa qussayar,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,current,2020-02-01,2020-04-30,all,112873,1.0
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,current,2020-02-01,2020-04-30,3+,22575,0.2
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,current,2020-02-01,2020-04-30,1,33862,0.3
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,current,2020-02-01,2020-04-30,2,56437,0.5
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,current,2020-02-01,2020-04-30,3,22575,0.2
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,first projection,2020-07-01,2020-12-31,all,112873,1.0
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,first projection,2020-07-01,2020-12-31,3+,33862,0.3
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,first projection,2020-07-01,2020-12-31,1,16931,0.15
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,first projection,2020-07-01,2020-12-31,2,62080,0.55
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,first projection,2020-07-01,2020-12-31,3,22575,0.2
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,first projection,2020-07-01,2020-12-31,4,11287,0.1
Jun 2020,YEM,29826000,Hadramaut,Ash shihr,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,As sawm,current,2020-02-01,2020-04-30,all,19362,1.0
Jun 2020,YEM,29826000,Hadramaut,As sawm,current,2020-02-01,2020-04-30,3+,2904,0.15
Jun 2020,YEM,29826000,Hadramaut,As sawm,current,2020-02-01,2020-04-30,1,5809,0.3
Jun 2020,YEM,29826000,Hadramaut,As sawm,current,2020-02-01,2020-04-30,2,10649,0.55
Jun 2020,YEM,29826000,Hadramaut,As sawm,current,2020-02-01,2020-04-30,3,2904,0.15
Jun 2020,YEM,29826000,Hadramaut,As sawm,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,As sawm,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,As sawm,first projection,2020-07-01,2020-12-31,all,19362,1.0
Jun 2020,YEM,29826000,Hadramaut,As sawm,first projection,2020-07-01,2020-12-31,3+,3872,0.2
Jun 2020,YEM,29826000,Hadramaut,As sawm,first projection,2020-07-01,2020-12-31,1,4841,0.25
Jun 2020,YEM,29826000,Hadramaut,As sawm,first projection,2020-07-01,2020-12-31,2,10649,0.55
Jun 2020,YEM,29826000,Hadramaut,As sawm,first projection,2020-07-01,2020-12-31,3,3872,0.2
Jun 2020,YEM,29826000,Hadramaut,As sawm,first projection,2020-07-01,2020-12-31,4,0,0
Jun 2020,YEM,29826000,Hadramaut,As sawm,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,current,2020-02-01,2020-04-30,all,26644,1.0
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,current,2020-02-01,2020-04-30,3+,5329,0.2
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,current,2020-02-01,2020-04-30,1,5329,0.2
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,current,2020-02-01,2020-04-30,2,15986,0.6
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,current,2020-02-01,2020-04-30,3,5329,0.2
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,first projection,2020-07-01,2020-12-31,all,26644,1.0
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,first projection,2020-07-01,2020-12-31,3+,13322,0.5
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,first projection,2020-07-01,2020-12-31,1,2664,0.1
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,first projection,2020-07-01,2020-12-31,2,10658,0.4
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,first projection,2020-07-01,2020-12-31,3,9325,0.35
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,first projection,2020-07-01,2020-12-31,4,3997,0.15
Jun 2020,YEM,29826000,Hadramaut,Brum mayfah,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Dawan,current,2020-02-01,2020-04-30,all,66982,1.0
Jun 2020,YEM,29826000,Hadramaut,Dawan,current,2020-02-01,2020-04-30,3+,10047,0.15
Jun 2020,YEM,29826000,Hadramaut,Dawan,current,2020-02-01,2020-04-30,1,26793,0.4
Jun 2020,YEM,29826000,Hadramaut,Dawan,current,2020-02-01,2020-04-30,2,30142,0.45
Jun 2020,YEM,29826000,Hadramaut,Dawan,current,2020-02-01,2020-04-30,3,10047,0.15
Jun 2020,YEM,29826000,Hadramaut,Dawan,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Dawan,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Dawan,first projection,2020-07-01,2020-12-31,all,66982,1.0
Jun 2020,YEM,29826000,Hadramaut,Dawan,first projection,2020-07-01,2020-12-31,3+,10047,0.15
Jun 2020,YEM,29826000,Hadramaut,Dawan,first projection,2020-07-01,2020-12-31,1,16746,0.25
Jun 2020,YEM,29826000,Hadramaut,Dawan,first projection,2020-07-01,2020-12-31,2,40189,0.6
Jun 2020,YEM,29826000,Hadramaut,Dawan,first projection,2020-07-01,2020-12-31,3,10047,0.15
Jun 2020,YEM,29826000,Hadramaut,Dawan,first projection,2020-07-01,2020-12-31,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Dawan,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,current,2020-02-01,2020-04-30,all,75360,1.0
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,current,2020-02-01,2020-04-30,3+,11304,0.15
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,current,2020-02-01,2020-04-30,1,22608,0.3
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,current,2020-02-01,2020-04-30,2,41448,0.55
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,current,2020-02-01,2020-04-30,3,11304,0.15
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,current,2020-02-01,2020-04-30,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,first projection,2020-07-01,2020-12-31,all,75360,1.0
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,first projection,2020-07-01,2020-12-31,3+,11304,0.15
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,first projection,2020-07-01,2020-12-31,1,22608,0.3
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,first projection,2020-07-01,2020-12-31,2,41448,0.55
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,first projection,2020-07-01,2020-12-31,3,11304,0.15
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,first projection,2020-07-01,2020-12-31,4,0,0
Jun 2020,YEM,29826000,Hadramaut,Ghayl bawazir,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,current,2020-02-01,2020-04-30,all,42312,1.0
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,current,2020-02-01,2020-04-30,3+,8463,0.2
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,current,2020-02-01,2020-04-30,1,10578,0.25
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,current,2020-02-01,2020-04-30,2,23272,0.55
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,current,2020-02-01,2020-04-30,3,6347,0.15
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,current,2020-02-01,2020-04-30,4,2116,0.05
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,first projection,2020-07-01,2020-12-31,all,42312,1.0
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,first projection,2020-07-01,2020-12-31,3+,10578,0.25
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,first projection,2020-07-01,2020-12-31,1,8462,0.2
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,first projection,2020-07-01,2020-12-31,2,23272,0.55
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,first projection,2020-07-01,2020-12-31,3,8462,0.2
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,first projection,2020-07-01,2020-12-31,4,2116,0.05
Jun 2020,YEM,29826000,Hadramaut,Ghayl bin yamin,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,Hajar as sayar,current,2020-02-01,2020-04-30,all,3809,1.0
Jun 2020,YEM,29826000,Hadramaut,Hajar as sayar,current,2020-02-01,2020-04-30,3+,571,0.15
