Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
Feb 2022,YEM,31900000,Al Maharah,current,2022-01-01,2022-05-31,3+,33832,0.19
Feb 2022,YEM,31900000,Al Maharah,current,2022-01-01,2022-05-31,1,81654,0.45
Feb 2022,YEM,31900000,Al Maharah,current,2022-01-01,2022-05-31,2,64514,0.36
Feb 2022,YEM,31900000,Al Maharah,current,2022-01-01,2022-05-31,3,26629,0.15
Feb 2022,YEM,31900000,Al Maharah,current,2022-01-01,2022-05-31,4,7203,0.04
Feb 2022,YEM,31900000,Al Maharah,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Al Maharah,first projection,2022-06-01,2022-12-31,all,180000,1.0
Feb 2022,YEM,31900000,Al Maharah,first projection,2022-06-01,2022-12-31,3+,49973,0.28
Feb 2022,YEM,31900000,Al Maharah,first projection,2022-06-01,2022-12-31,1,68738,0.38
Feb 2022,YEM,31900000,Al Maharah,first projection,2022-06-01,2022-12-31,2,61289,0.34
Feb 2022,YEM,31900000,Al Maharah,first projection,2022-06-01,2022-12-31,3,41146,0.23
Feb 2022,YEM,31900000,Al Maharah,first projection,2022-06-01,2022-12-31,4,8827,0.05
Feb 2022,YEM,31900000,Al Maharah,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Lahj,current,2022-01-01,2022-05-31,all,1091000,1.0
Feb 2022,YEM,31900000,Lahj,current,2022-01-01,2022-05-31,3+,420704,0.39
Feb 2022,YEM,31900000,Lahj,current,2022-01-01,2022-05-31,1,309588,0.28
Feb 2022,YEM,31900000,Lahj,current,2022-01-01,2022-05-31,2,360708,0.33
Feb 2022,YEM,31900000,Lahj,current,2022-01-01,2022-05-31,3,281299,0.26
Feb 2022,YEM,31900000,Lahj,current,2022-01-01,2022-05-31,4,139405,0.13
Feb 2022,YEM,31900000,Lahj,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Lahj,first projection,2022-06-01,2022-12-31,all,1091000,1.0
Feb 2022,YEM,31900000,Lahj,first projection,2022-06-01,2022-12-31,3+,466399,0.43
Feb 2022,YEM,31900000,Lahj,first projection,2022-06-01,2022-12-31,1,299053,0.27
Feb 2022,YEM,31900000,Lahj,first projection,2022-06-01,2022-12-31,2,325547,0.3
Feb 2022,YEM,31900000,Lahj,first projection,2022-06-01,2022-12-31,3,272405,0.25
Feb 2022,YEM,31900000,Lahj,first projection,2022-06-01,2022-12-31,4,193995,0.18
Feb 2022,YEM,31900000,Lahj,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Socotra,current,2022-01-01,2022-05-31,all,73673,1.0
Feb 2022,YEM,31900000,Socotra,current,2022-01-01,2022-05-31,3+,22945,0.31
Feb 2022,YEM,31900000,Socotra,current,2022-01-01,2022-05-31,1,27783,0.38
Feb 2022,YEM,31900000,Socotra,current,2022-01-01,2022-05-31,2,22945,0.31
Feb 2022,YEM,31900000,Socotra,current,2022-01-01,2022-05-31,3,18418,0.25
Feb 2022,YEM,31900000,Socotra,current,2022-01-01,2022-05-31,4,4527,0.06
Feb 2022,YEM,31900000,Socotra,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Socotra,first projection,2022-06-01,2022-12-31,all,73673,1.0
Feb 2022,YEM,31900000,Socotra,first projection,2022-06-01,2022-12-31,3+,31156,0.42
Feb 2022,YEM,31900000,Socotra,first projection,2022-06-01,2022-12-31,1,20415,0.28
Feb 2022,YEM,31900000,Socotra,first projection,2022-06-01,2022-12-31,2,22102,0.3
Feb 2022,YEM,31900000,Socotra,first projection,2022-06-01,2022-12-31,3,25786,0.35
Feb 2022,YEM,31900000,Socotra,first projection,2022-06-01,2022-12-31,4,5370,0.07
Feb 2022,YEM,31900000,Socotra,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Al Dhale'e,current,2022-01-01,2022-05-31,all,835000,1.0
Feb 2022,YEM,31900000,Al Dhale'e,current,2022-01-01,2022-05-31,3+,436659,0.52
Feb 2022,YEM,31900000,Al Dhale'e,current,2022-01-01,2022-05-31,1,173503,0.21
Feb 2022,YEM,31900000,Al Dhale'e,current,2022-01-01,2022-05-31,2,224838,0.27
Feb 2022,YEM,31900000,Al Dhale'e,current,2022-01-01,2022-05-31,3,269428,0.32
Feb 2022,YEM,31900000,Al Dhale'e,current,2022-01-01,2022-05-31,4,167231,0.2
Feb 2022,YEM,31900000,Al Dhale'e,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Al Dhale'e,first projection,2022-06-01,2022-12-31,all,835000,1.0
Feb 2022,YEM,31900000,Al Dhale'e,first projection,2022-06-01,2022-12-31,3+,480459,0.58
Feb 2022,YEM,31900000,Al Dhale'e,first projection,2022-06-01,2022-12-31,1,162971,0.2
Feb 2022,YEM,31900000,Al Dhale'e,first projection,2022-06-01,2022-12-31,2,191570,0.23
Feb 2022,YEM,31900000,Al Dhale'e,first projection,2022-06-01,2022-12-31,3,271478,0.33
Feb 2022,YEM,31900000,Al Dhale'e,first projection,2022-06-01,2022-12-31,4,205620,0.25
Feb 2022,YEM,31900000,Al Dhale'e,first projection,2022-06-01,2022-12-31,5,3361,0
Feb 2022,YEM,31900000,Marib,current,2022-01-01,2022-05-31,all,376086,1.0
Feb 2022,YEM,31900000,Marib,current,2022-01-01,2022-05-31,3+,203894,0.54
Feb 2022,YEM,31900000,Marib,current,2022-01-01,2022-05-31,1,72266,0.19
Feb 2022,YEM,31900000,Marib,current,2022-01-01,2022-05-31,2,99927,0.27
Feb 2022,YEM,31900000,Marib,current,2022-01-01,2022-05-31,3,140871,0.37
Feb 2022,YEM,31900000,Marib,current,2022-01-01,2022-05-31,4,63022,0.17
Feb 2022,YEM,31900000,Marib,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Marib,first projection,2022-06-01,2022-12-31,all,376086,1.0
Feb 2022,YEM,31900000,Marib,first projection,2022-06-01,2022-12-31,3+,239307,0.64
Feb 2022,YEM,31900000,Marib,first projection,2022-06-01,2022-12-31,1,61717,0.16
Feb 2022,YEM,31900000,Marib,first projection,2022-06-01,2022-12-31,2,75062,0.2
Feb 2022,YEM,31900000,Marib,first projection,2022-06-01,2022-12-31,3,146668,0.39
Feb 2022,YEM,31900000,Marib,first projection,2022-06-01,2022-12-31,4,92639,0.25
Feb 2022,YEM,31900000,Marib,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Amran,current,2022-01-01,2022-05-31,all,1102001,1.0
Feb 2022,YEM,31900000,Amran,current,2022-01-01,2022-05-31,3+,701541,0.64
Feb 2022,YEM,31900000,Amran,current,2022-01-01,2022-05-31,1,170944,0.16
Feb 2022,YEM,31900000,Amran,current,2022-01-01,2022-05-31,2,229516,0.21
Feb 2022,YEM,31900000,Amran,current,2022-01-01,2022-05-31,3,484674,0.44
Feb 2022,YEM,31900000,Amran,current,2022-01-01,2022-05-31,4,216867,0.2
Feb 2022,YEM,31900000,Amran,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Amran,first projection,2022-06-01,2022-12-31,all,1102001,1.0
Feb 2022,YEM,31900000,Amran,first projection,2022-06-01,2022-12-31,3+,772783,0.7
Feb 2022,YEM,31900000,Amran,first projection,2022-06-01,2022-12-31,1,155448,0.14
Feb 2022,YEM,31900000,Amran,first projection,2022-06-01,2022-12-31,2,173770,0.16
Feb 2022,YEM,31900000,Amran,first projection,2022-06-01,2022-12-31,3,491461,0.45
Feb 2022,YEM,31900000,Amran,first projection,2022-06-01,2022-12-31,4,269741,0.24
Feb 2022,YEM,31900000,Amran,first projection,2022-06-01,2022-12-31,5,11581,0.01
Feb 2022,YEM,31900000,Dhamar,current,2022-01-01,2022-05-31,all,2170000,1.0
Feb 2022,YEM,31900000,Dhamar,current,2022-01-01,2022-05-31,3+,1357786,0.63
Feb 2022,YEM,31900000,Dhamar,current,2022-01-01,2022-05-31,1,333845,0.15
Feb 2022,YEM,31900000,Dhamar,current,2022-01-01,2022-05-31,2,478369,0.22
Feb 2022,YEM,31900000,Dhamar,current,2022-01-01,2022-05-31,3,944326,0.44
Feb 2022,YEM,31900000,Dhamar,current,2022-01-01,2022-05-31,4,413461,0.19
Feb 2022,YEM,31900000,Dhamar,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Dhamar,first projection,2022-06-01,2022-12-31,all,2170000,1.0
Feb 2022,YEM,31900000,Dhamar,first projection,2022-06-01,2022-12-31,3+,1435083,0.66
Feb 2022,YEM,31900000,Dhamar,first projection,2022-06-01,2022-12-31,1,329805,0.15
Feb 2022,YEM,31900000,Dhamar,first projection,2022-06-01,2022-12-31,2,405112,0.19
Feb 2022,YEM,31900000,Dhamar,first projection,2022-06-01,2022-12-31,3,906399,0.42
Feb 2022,YEM,31900000,Dhamar,first projection,2022-06-01,2022-12-31,4,528685,0.24
Feb 2022,YEM,31900000,Dhamar,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Al Mahwit,current,2022-01-01,2022-05-31,all,781000,1.0
Feb 2022,YEM,31900000,Al Mahwit,current,2022-01-01,2022-05-31,3+,474110,0.61
Feb 2022,YEM,31900000,Al Mahwit,current,2022-01-01,2022-05-31,1,126301,0.16
Feb 2022,YEM,31900000,Al Mahwit,current,2022-01-01,2022-05-31,2,180589,0.23
Feb 2022,YEM,31900000,Al Mahwit,current,2022-01-01,2022-05-31,3,308976,0.4
Feb 2022,YEM,31900000,Al Mahwit,current,2022-01-01,2022-05-31,4,165135,0.21
Feb 2022,YEM,31900000,Al Mahwit,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Al Mahwit,first projection,2022-06-01,2022-12-31,all,781000,1.0
Feb 2022,YEM,31900000,Al Mahwit,first projection,2022-06-01,2022-12-31,3+,528403,0.68
Feb 2022,YEM,31900000,Al Mahwit,first projection,2022-06-01,2022-12-31,1,111058,0.14
Feb 2022,YEM,31900000,Al Mahwit,first projection,2022-06-01,2022-12-31,2,141539,0.18
Feb 2022,YEM,31900000,Al Mahwit,first projection,2022-06-01,2022-12-31,3,313600,0.4
Feb 2022,YEM,31900000,Al Mahwit,first projection,2022-06-01,2022-12-31,4,210114,0.27
Feb 2022,YEM,31900000,Al Mahwit,first projection,2022-06-01,2022-12-31,5,4689,0.01
Feb 2022,YEM,31900000,Sa'ada,current,2022-01-01,2022-05-31,all,1258002,1.0
Feb 2022,YEM,31900000,Sa'ada,current,2022-01-01,2022-05-31,3+,819314,0.65
Feb 2022,YEM,31900000,Sa'ada,current,2022-01-01,2022-05-31,1,155466,0.12
Feb 2022,YEM,31900000,Sa'ada,current,2022-01-01,2022-05-31,2,283221,0.23
Feb 2022,YEM,31900000,Sa'ada,current,2022-01-01,2022-05-31,3,583997,0.46
Feb 2022,YEM,31900000,Sa'ada,current,2022-01-01,2022-05-31,4,235318,0.19
Feb 2022,YEM,31900000,Sa'ada,current,2022-01-01,2022-05-31,5,0,0
Feb 2022,YEM,31900000,Sa'ada,first projection,2022-06-01,2022-12-31,all,1258002,1.0
Feb 2022,YEM,31900000,Sa'ada,first projection,2022-06-01,2022-12-31,3+,880125,0.7
Feb 2022,YEM,31900000,Sa'ada,first projection,2022-06-01,2022-12-31,1,155466,0.12
Feb 2022,YEM,31900000,Sa'ada,first projection,2022-06-01,2022-12-31,2,222411,0.18
Feb 2022,YEM,31900000,Sa'ada,first projection,2022-06-01,2022-12-31,3,582508,0.46
Feb 2022,YEM,31900000,Sa'ada,first projection,2022-06-01,2022-12-31,4,297617,0.24
Feb 2022,YEM,31900000,Sa'ada,first projection,2022-06-01,2022-12-31,5,0,0
Feb 2022,YEM,31900000,Yemen,current,2022-01-01,2022-05-31,all,31900000,1.0
Feb 2022,YEM,31900000,Yemen,current,2022-01-01,2022-05-31,3+,17365500,0.55
Feb 2022,YEM,31900000,Yemen,current,2022-01-01,2022-05-31,1,5784500,0.18
Feb 2022,YEM,31900000,Yemen,current,2022-01-01,2022-05-31,2,8557000,0.27
Feb 2022,YEM,31900000,Yemen,current,2022-01-01,2022-05-31,3,11715000,0.37
Feb 2022,YEM,31900000,Yemen,current,2022-01-01,2022-05-31,4,5619500,0.18
Feb 2022,YEM,31900000,Yemen,current,2022-01-01,2022-05-31,5,31000,0
Feb 2022,YEM,31900000,Yemen,first projection,2022-06-01,2022-12-31,all,31900000,1.0
Feb 2022,YEM,31900000,Yemen,first projection,2022-06-01,2022-12-31,3+,19013500,0.6
Feb 2022,YEM,31900000,Yemen,first projection,2022-06-01,2022-12-31,1,5470000,0.17
Feb 2022,YEM,31900000,Yemen,first projection,2022-06-01,2022-12-31,2,7218500,0.23
Feb 2022,YEM,31900000,Yemen,first projection,2022-06-01,2022-12-31,3,11712000,0.37
Feb 2022,YEM,31900000,Yemen,first projection,2022-06-01,2022-12-31,4,7140500,0.23
Feb 2022,YEM,31900000,Yemen,first projection,2022-06-01,2022-12-31,5,161000,0
Nov 2020,YEM,30041712,Hadramaut,current,2020-10-01,2020-12-31,all,1510895,1.0
Nov 2020,YEM,30041712,Hadramaut,current,2020-10-01,2020-12-31,3+,260500,0.17
Nov 2020,YEM,30041712,Hadramaut,current,2020-10-01,2020-12-31,1,427500,0.28
Nov 2020,YEM,30041712,Hadramaut,current,2020-10-01,2020-12-31,2,824500,0.55
Nov 2020,YEM,30041712,Hadramaut,current,2020-10-01,2020-12-31,3,241000,0.16
Nov 2020,YEM,30041712,Hadramaut,current,2020-10-01,2020-12-31,4,19500,0.01
Nov 2020,YEM,30041712,Hadramaut,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Hadramaut,first projection,2021-01-01,2021-06-30,all,1510895,1.0
Nov 2020,YEM,30041712,Hadramaut,first projection,2021-01-01,2021-06-30,3+,388500,0.26
Nov 2020,YEM,30041712,Hadramaut,first projection,2021-01-01,2021-06-30,1,357500,0.24
Nov 2020,YEM,30041712,Hadramaut,first projection,2021-01-01,2021-06-30,2,766500,0.51
Nov 2020,YEM,30041712,Hadramaut,first projection,2021-01-01,2021-06-30,3,346000,0.23
Nov 2020,YEM,30041712,Hadramaut,first projection,2021-01-01,2021-06-30,4,42500,0.03
Nov 2020,YEM,30041712,Hadramaut,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Al Hudaydah,current,2020-10-01,2020-12-31,all,2985122,1.0
Nov 2020,YEM,30041712,Al Hudaydah,current,2020-10-01,2020-12-31,3+,1370000,0.46
Nov 2020,YEM,30041712,Al Hudaydah,current,2020-10-01,2020-12-31,1,667500,0.22
Nov 2020,YEM,30041712,Al Hudaydah,current,2020-10-01,2020-12-31,2,950500,0.32
Nov 2020,YEM,30041712,Al Hudaydah,current,2020-10-01,2020-12-31,3,924000,0.31
Nov 2020,YEM,30041712,Al Hudaydah,current,2020-10-01,2020-12-31,4,446000,0.15
Nov 2020,YEM,30041712,Al Hudaydah,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Al Hudaydah,first projection,2021-01-01,2021-06-30,all,2985122,1.0
Nov 2020,YEM,30041712,Al Hudaydah,first projection,2021-01-01,2021-06-30,3+,1675500,0.56
Nov 2020,YEM,30041712,Al Hudaydah,first projection,2021-01-01,2021-06-30,1,550000,0.18
Nov 2020,YEM,30041712,Al Hudaydah,first projection,2021-01-01,2021-06-30,2,763000,0.26
Nov 2020,YEM,30041712,Al Hudaydah,first projection,2021-01-01,2021-06-30,3,1106500,0.37
Nov 2020,YEM,30041712,Al Hudaydah,first projection,2021-01-01,2021-06-30,4,569000,0.19
Nov 2020,YEM,30041712,Al Hudaydah,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Hajjah,current,2020-10-01,2020-12-31,all,2510327,1.0
Nov 2020,YEM,30041712,Hajjah,current,2020-10-01,2020-12-31,3+,1427500,0.57
Nov 2020,YEM,30041712,Hajjah,current,2020-10-01,2020-12-31,1,379500,0.15
Nov 2020,YEM,30041712,Hajjah,current,2020-10-01,2020-12-31,2,704000,0.28
Nov 2020,YEM,30041712,Hajjah,current,2020-10-01,2020-12-31,3,1014000,0.4
Nov 2020,YEM,30041712,Hajjah,current,2020-10-01,2020-12-31,4,410500,0.16
Nov 2020,YEM,30041712,Hajjah,current,2020-10-01,2020-12-31,5,3000,0
Nov 2020,YEM,30041712,Hajjah,first projection,2021-01-01,2021-06-30,all,2510327,1.0
Nov 2020,YEM,30041712,Hajjah,first projection,2021-01-01,2021-06-30,3+,1687500,0.67
Nov 2020,YEM,30041712,Hajjah,first projection,2021-01-01,2021-06-30,1,269000,0.11
Nov 2020,YEM,30041712,Hajjah,first projection,2021-01-01,2021-06-30,2,556500,0.22
Nov 2020,YEM,30041712,Hajjah,first projection,2021-01-01,2021-06-30,3,1023000,0.41
Nov 2020,YEM,30041712,Hajjah,first projection,2021-01-01,2021-06-30,4,649000,0.26
Nov 2020,YEM,30041712,Hajjah,first projection,2021-01-01,2021-06-30,5,15500,0.01
Nov 2020,YEM,30041712,Abyan,current,2020-10-01,2020-12-31,all,615154,1.0
Nov 2020,YEM,30041712,Abyan,current,2020-10-01,2020-12-31,3+,304500,0.49
Nov 2020,YEM,30041712,Abyan,current,2020-10-01,2020-12-31,1,123500,0.2
Nov 2020,YEM,30041712,Abyan,current,2020-10-01,2020-12-31,2,185500,0.3
Nov 2020,YEM,30041712,Abyan,current,2020-10-01,2020-12-31,3,206500,0.34
Nov 2020,YEM,30041712,Abyan,current,2020-10-01,2020-12-31,4,98000,0.16
Nov 2020,YEM,30041712,Abyan,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Abyan,first projection,2021-01-01,2021-06-30,all,615154,1.0
Nov 2020,YEM,30041712,Abyan,first projection,2021-01-01,2021-06-30,3+,336000,0.55
Nov 2020,YEM,30041712,Abyan,first projection,2021-01-01,2021-06-30,1,98000,0.16
Nov 2020,YEM,30041712,Abyan,first projection,2021-01-01,2021-06-30,2,180500,0.29
Nov 2020,YEM,30041712,Abyan,first projection,2021-01-01,2021-06-30,3,223000,0.36
Nov 2020,YEM,30041712,Abyan,first projection,2021-01-01,2021-06-30,4,113000,0.18
Nov 2020,YEM,30041712,Abyan,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Shabwah,current,2020-10-01,2020-12-31,all,665881,1.0
Nov 2020,YEM,30041712,Shabwah,current,2020-10-01,2020-12-31,3+,311500,0.47
Nov 2020,YEM,30041712,Shabwah,current,2020-10-01,2020-12-31,1,121500,0.18
Nov 2020,YEM,30041712,Shabwah,current,2020-10-01,2020-12-31,2,234500,0.35
Nov 2020,YEM,30041712,Shabwah,current,2020-10-01,2020-12-31,3,237000,0.35
Nov 2020,YEM,30041712,Shabwah,current,2020-10-01,2020-12-31,4,74500,0.11
Nov 2020,YEM,30041712,Shabwah,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Shabwah,first projection,2021-01-01,2021-06-30,all,665881,1.0
Nov 2020,YEM,30041712,Shabwah,first projection,2021-01-01,2021-06-30,3+,320500,0.48
Nov 2020,YEM,30041712,Shabwah,first projection,2021-01-01,2021-06-30,1,121000,0.18
Nov 2020,YEM,30041712,Shabwah,first projection,2021-01-01,2021-06-30,2,224500,0.34
Nov 2020,YEM,30041712,Shabwah,first projection,2021-01-01,2021-06-30,3,216000,0.32
Nov 2020,YEM,30041712,Shabwah,first projection,2021-01-01,2021-06-30,4,104500,0.16
Nov 2020,YEM,30041712,Shabwah,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Marib,current,2020-10-01,2020-12-31,all,495634,1.0
Nov 2020,YEM,30041712,Marib,current,2020-10-01,2020-12-31,3+,243500,0.49
Nov 2020,YEM,30041712,Marib,current,2020-10-01,2020-12-31,1,76000,0.15
Nov 2020,YEM,30041712,Marib,current,2020-10-01,2020-12-31,2,175500,0.35
Nov 2020,YEM,30041712,Marib,current,2020-10-01,2020-12-31,3,175500,0.35
Nov 2020,YEM,30041712,Marib,current,2020-10-01,2020-12-31,4,68000,0.14
Nov 2020,YEM,30041712,Marib,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Marib,first projection,2021-01-01,2021-06-30,all,495634,1.0
Nov 2020,YEM,30041712,Marib,first projection,2021-01-01,2021-06-30,3+,302000,0.61
Nov 2020,YEM,30041712,Marib,first projection,2021-01-01,2021-06-30,1,49500,0.1
Nov 2020,YEM,30041712,Marib,first projection,2021-01-01,2021-06-30,2,144000,0.29
Nov 2020,YEM,30041712,Marib,first projection,2021-01-01,2021-06-30,3,208000,0.42
Nov 2020,YEM,30041712,Marib,first projection,2021-01-01,2021-06-30,4,94000,0.19
Nov 2020,YEM,30041712,Marib,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Al Bayda,current,2020-10-01,2020-12-31,all,775404,1.0
Nov 2020,YEM,30041712,Al Bayda,current,2020-10-01,2020-12-31,3+,340000,0.44
Nov 2020,YEM,30041712,Al Bayda,current,2020-10-01,2020-12-31,1,196000,0.25
Nov 2020,YEM,30041712,Al Bayda,current,2020-10-01,2020-12-31,2,241000,0.31
Nov 2020,YEM,30041712,Al Bayda,current,2020-10-01,2020-12-31,3,245500,0.32
Nov 2020,YEM,30041712,Al Bayda,current,2020-10-01,2020-12-31,4,94500,0.12
Nov 2020,YEM,30041712,Al Bayda,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Al Bayda,first projection,2021-01-01,2021-06-30,all,775404,1.0
Nov 2020,YEM,30041712,Al Bayda,first projection,2021-01-01,2021-06-30,3+,393500,0.51
Nov 2020,YEM,30041712,Al Bayda,first projection,2021-01-01,2021-06-30,1,162500,0.21
Nov 2020,YEM,30041712,Al Bayda,first projection,2021-01-01,2021-06-30,2,221000,0.28
Nov 2020,YEM,30041712,Al Bayda,first projection,2021-01-01,2021-06-30,3,277500,0.36
Nov 2020,YEM,30041712,Al Bayda,first projection,2021-01-01,2021-06-30,4,116000,0.15
Nov 2020,YEM,30041712,Al Bayda,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Amran,current,2020-10-01,2020-12-31,all,1205960,1.0
Nov 2020,YEM,30041712,Amran,current,2020-10-01,2020-12-31,3+,701000,0.58
Nov 2020,YEM,30041712,Amran,current,2020-10-01,2020-12-31,1,177500,0.15
Nov 2020,YEM,30041712,Amran,current,2020-10-01,2020-12-31,2,327500,0.27
Nov 2020,YEM,30041712,Amran,current,2020-10-01,2020-12-31,3,500500,0.41
Nov 2020,YEM,30041712,Amran,current,2020-10-01,2020-12-31,4,197000,0.16
Nov 2020,YEM,30041712,Amran,current,2020-10-01,2020-12-31,5,3500,0
Nov 2020,YEM,30041712,Amran,first projection,2021-01-01,2021-06-30,all,1205960,1.0
Nov 2020,YEM,30041712,Amran,first projection,2021-01-01,2021-06-30,3+,807500,0.67
Nov 2020,YEM,30041712,Amran,first projection,2021-01-01,2021-06-30,1,125000,0.1
Nov 2020,YEM,30041712,Amran,first projection,2021-01-01,2021-06-30,2,274000,0.23
Nov 2020,YEM,30041712,Amran,first projection,2021-01-01,2021-06-30,3,533500,0.44
Nov 2020,YEM,30041712,Amran,first projection,2021-01-01,2021-06-30,4,262000,0.22
Nov 2020,YEM,30041712,Amran,first projection,2021-01-01,2021-06-30,5,12000,0.01
Nov 2020,YEM,30041712,Al Dhale'e,current,2020-10-01,2020-12-31,all,779656,1.0
Nov 2020,YEM,30041712,Al Dhale'e,current,2020-10-01,2020-12-31,3+,387000,0.5
Nov 2020,YEM,30041712,Al Dhale'e,current,2020-10-01,2020-12-31,1,180500,0.23
Nov 2020,YEM,30041712,Al Dhale'e,current,2020-10-01,2020-12-31,2,211500,0.27
Nov 2020,YEM,30041712,Al Dhale'e,current,2020-10-01,2020-12-31,3,253000,0.33
Nov 2020,YEM,30041712,Al Dhale'e,current,2020-10-01,2020-12-31,4,134000,0.17
Nov 2020,YEM,30041712,Al Dhale'e,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Al Dhale'e,first projection,2021-01-01,2021-06-30,all,779656,1.0
Nov 2020,YEM,30041712,Al Dhale'e,first projection,2021-01-01,2021-06-30,3+,440500,0.56
Nov 2020,YEM,30041712,Al Dhale'e,first projection,2021-01-01,2021-06-30,1,159000,0.2
Nov 2020,YEM,30041712,Al Dhale'e,first projection,2021-01-01,2021-06-30,2,179000,0.23
Nov 2020,YEM,30041712,Al Dhale'e,first projection,2021-01-01,2021-06-30,3,284500,0.37
Nov 2020,YEM,30041712,Al Dhale'e,first projection,2021-01-01,2021-06-30,4,156000,0.2
Nov 2020,YEM,30041712,Al Dhale'e,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Aden,current,2020-10-01,2020-12-31,all,997308,1.0
Nov 2020,YEM,30041712,Aden,current,2020-10-01,2020-12-31,3+,375000,0.38
Nov 2020,YEM,30041712,Aden,current,2020-10-01,2020-12-31,1,260500,0.26
Nov 2020,YEM,30041712,Aden,current,2020-10-01,2020-12-31,2,361000,0.36
Nov 2020,YEM,30041712,Aden,current,2020-10-01,2020-12-31,3,274500,0.28
Nov 2020,YEM,30041712,Aden,current,2020-10-01,2020-12-31,4,100500,0.1
Nov 2020,YEM,30041712,Aden,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Aden,first projection,2021-01-01,2021-06-30,all,997308,1.0
Nov 2020,YEM,30041712,Aden,first projection,2021-01-01,2021-06-30,3+,485500,0.49
Nov 2020,YEM,30041712,Aden,first projection,2021-01-01,2021-06-30,1,203000,0.2
Nov 2020,YEM,30041712,Aden,first projection,2021-01-01,2021-06-30,2,308500,0.31
Nov 2020,YEM,30041712,Aden,first projection,2021-01-01,2021-06-30,3,341000,0.34
Nov 2020,YEM,30041712,Aden,first projection,2021-01-01,2021-06-30,4,144500,0.15
Nov 2020,YEM,30041712,Aden,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Sa'ada,current,2020-10-01,2020-12-31,all,981401,1.0
Nov 2020,YEM,30041712,Sa'ada,current,2020-10-01,2020-12-31,3+,622500,0.63
Nov 2020,YEM,30041712,Sa'ada,current,2020-10-01,2020-12-31,1,138500,0.14
Nov 2020,YEM,30041712,Sa'ada,current,2020-10-01,2020-12-31,2,220000,0.22
Nov 2020,YEM,30041712,Sa'ada,current,2020-10-01,2020-12-31,3,440500,0.45
Nov 2020,YEM,30041712,Sa'ada,current,2020-10-01,2020-12-31,4,182000,0.18
Nov 2020,YEM,30041712,Sa'ada,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Sa'ada,first projection,2021-01-01,2021-06-30,all,981401,1.0
Nov 2020,YEM,30041712,Sa'ada,first projection,2021-01-01,2021-06-30,3+,669000,0.68
Nov 2020,YEM,30041712,Sa'ada,first projection,2021-01-01,2021-06-30,1,108000,0.11
Nov 2020,YEM,30041712,Sa'ada,first projection,2021-01-01,2021-06-30,2,201500,0.2
Nov 2020,YEM,30041712,Sa'ada,first projection,2021-01-01,2021-06-30,3,431500,0.44
Nov 2020,YEM,30041712,Sa'ada,first projection,2021-01-01,2021-06-30,4,237500,0.24
Nov 2020,YEM,30041712,Sa'ada,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Ibb,current,2020-10-01,2020-12-31,all,3080130,1.0
Nov 2020,YEM,30041712,Ibb,current,2020-10-01,2020-12-31,3+,1179000,0.38
Nov 2020,YEM,30041712,Ibb,current,2020-10-01,2020-12-31,1,909500,0.3
Nov 2020,YEM,30041712,Ibb,current,2020-10-01,2020-12-31,2,992000,0.32
